flybase_gene_id	gene_name	chromosome	start	end	gene_length
FBgn0085409	smal	2L	6179133	6211114	5506
FBgn0053531	Ddr	2L	6253123	6323466	5076
FBgn0031791	AANATL2	2L	6255859	6256822	964
FBgn0265778	PDZ-GEF	2L	6323767	6332789	7106
FBgn0031799	Pez	2L	6332881	6338671	4546
FBgn0015623	Cpr	2L	6338836	6346280	3344
FBgn0031800	CG9497	2L	6346430	6348427	1774
FBgn0031801	CG9498	2L	6349393	6351034	1514
FBgn0031803	ppk14	2L	6354956	6356672	1515
FBgn0031805	Nepl4	2L	6367882	6370190	2309
FBgn0043854	slam	2L	6372388	6377284	4117
FBgn0259714	DIP-epsilon	2L	6377771	6411326	3150
FBgn0031808	Nepl5	2L	6381266	6383419	2154
FBgn0259716	Nepl6	2L	6383435	6385512	2078
FBgn0259715	CG42369	2L	6395853	6397249	1397
FBgn0031811	CG13982	2L	6412315	6415335	2643
FBgn0011722	Tig	2L	6415179	6423310	7018
FBgn0263278	Fic	2L	6424336	6426371	1918
FBgn0031813	Acox3	2L	6426724	6448403	2887
FBgn0031814	retm	2L	6448464	6455929	3700
FBgn0031815	frj	2L	6456052	6459008	2254
FBgn0031816	Rchy1	2L	6459015	6465669	2252
FBgn0031817	HemK1	2L	6466217	6467698	1369
FBgn0259749	mmy	2L	6468538	6473904	2195
FBgn0031818	CG9536	2L	6474438	6476975	1944
FBgn0086357	Sec61alpha	2L	6477182	6480575	2128
FBgn0031820	Daxx	2L	6480929	6487576	5718
FBgn0027496	epsilonCOP	2L	6489090	6490194	1105
FBgn0031822	Phf5a	2L	6490155	6490843	483
FBgn0051638	CG31638	2L	6491061	6496988	3212
FBgn0031824	CG9547	2L	6492974	6494532	1441
FBgn0031826	CG9550	2L	6497053	6498466	1298
FBgn0051637	CG31637	2L	6498647	6526996	2672
FBgn0000320	eya	2L	6527447	6546976	3690
FBgn0031829	IFT52	2L	6555717	6557502	1470
FBgn0031830	COX5B	2L	6557800	6559308	729
FBgn0031832	Trmt6	2L	6559426	6562289	2343
FBgn0263916	Ent2	2L	6562325	6564709	2385
FBgn0031834	CG13766	2L	6564112	6566181	2070
FBgn0031835	Dpp10	2L	6568400	6601068	8072
FBgn0031836	CG11050	2L	6611011	6617117	2405
FBgn0031837	DIP-iota	2L	6617134	6621700	1327
FBgn0085374	CG34345	2L	6623112	6625359	1777
FBgn0051634	Oatp26F	2L	6625138	6632407	2418
FBgn0051635	CG31635	2L	6632798	6649114	9511
FBgn0286898	Tango1	2L	6649388	6654574	4679
FBgn0051633	CG31633	2L	6654760	6656321	1452
FBgn0051636	CG31636	2L	6656459	6658152	1567
FBgn0028467	Ube4A	2L	6658517	6662033	3391
FBgn0031844	CG13771	2L	6662061	6663612	1431
FBgn0000392	cup	2L	6663664	6674780	4306
FBgn0085339	CG34310	2L	6663664	6674780	4571
FBgn0263200	Galt	2L	6666264	6668033	1484
FBgn0028990	Spn27A	2L	6671065	6673347	2283
FBgn0000351	cort	2L	6674682	6676635	1655
FBgn0031848	Nse1	2L	6676649	6677625	977
FBgn0028703	Nhe3	2L	6677835	6684364	4553
FBgn0031849	CG11327	2L	6684842	6686712	1808
FBgn0031850	Tsp	2L	6686791	6709086	5017
FBgn0025595	AkhR	2L	6711286	6716186	3182
FBgn0031851	Aatf	2L	6717625	6719389	1703
FBgn0025777	homer	2L	6719394	6723359	3066
FBgn0046704	Liprin-alpha	2L	6723903	6732766	6208
FBgn0031853	TTLL3B	2L	6732866	6736149	3017
FBgn0031856	CG11322	2L	6757864	6759628	1765
FBgn0031857	LUBEL	2L	6759829	6772755	9867
FBgn0031858	CG17378	2L	6774041	6778444	3254
FBgn0015776	nrv1	2L	6778555	6786861	2195
FBgn0015777	nrv2	2L	6789770	6798862	3568
FBgn0017551	Rca1	2L	6852315	6853866	1552
FBgn0086451	l(2)k09022	2L	6854142	6860849	6472
FBgn0031865	Nha1	2L	6860905	6870389	2745
FBgn0031866	Nlg2	2L	6874900	6906656	5645
FBgn0042092	Polr1F	2L	6906666	6907844	1081
FBgn0031868	Rat1	2L	6908083	6911423	3341
FBgn0011737	Wee1	2L	6911090	6914138	2652
FBgn0028554	x16	2L	6914301	6920210	1787
FBgn0052829	CG32829	2L	6915581	6916445	865
FBgn0026196	nop5	2L	6916753	6918743	1813
FBgn0004838	Hrb27C	2L	6920704	6932057	8693
FBgn0031869	CG18304	2L	6932545	6942814	6641
FBgn0031871	Fgop2	2L	6943178	6945289	2048
FBgn0031872	ihog	2L	6945464	6948808	3276
FBgn0031873	Gas41	2L	6949310	6950207	840
FBgn0020616	SA1	2L	6950421	6954586	3634
FBgn0031874	CG13775	2L	6954357	6956950	2178
FBgn0031875	CG3430	2L	6957008	6959104	1973
FBgn0031876	Atac1	2L	6959099	6960328	1230
FBgn0031877	Hmgcl	2L	6960377	6961653	1218
FBgn0031878	sip2	2L	6961516	6964074	2345
FBgn0021944	Coprox	2L	6964421	6965887	1467
FBgn0264922	Sumo	2L	6966780	6967644	743
FBgn0016978	snRNP-U1-70K	2L	6968711	6971737	2948
FBgn0031879	uif	2L	6972828	7010359	11820
FBgn0263027	CG43322	2L	7013396	7014737	1272
FBgn0000053	Gart	2L	7014623	7023898	4780
FBgn0003046	Pcp	2L	7021682	7022470	718
FBgn0051908	CG31908	2L	7024829	7027389	2135
FBgn0031881	MME1	2L	7027526	7028959	1245
FBgn0031882	Rab30	2L	7030493	7032606	2055
FBgn0031883	Caper	2L	7032721	7037878	3222
FBgn0262872	milt	2L	7037823	7056010	7667
FBgn0031885	Mnn1	2L	7056301	7063586	5292
FBgn0051907	Mst27D	2L	7059214	7060851	1574
FBgn0266666	Sem1	2L	7063986	7064467	427
FBgn0031886	Nuf2	2L	7064431	7065837	1290
FBgn0031887	Ugt307A1	2L	7067983	7069546	1513
FBgn0031888	Pvf2	2L	7069536	7084635	2102
FBgn0085407	Pvf3	2L	7098188	7157695	6237
FBgn0031893	MICU1	2L	7182234	7185529	2088
FBgn0031894	CG4496	2L	7185461	7190010	2764
FBgn0031895	CG4497	2L	7190431	7194588	2741
FBgn0031896	CG4502	2L	7194908	7204264	2082
FBgn0031897	CG13784	2L	7204538	7220033	5455
FBgn0263133	mEFG1	2L	7220369	7223081	2503
FBgn0259111	Ndae1	2L	7223328	7249343	7054
FBgn0264343	CG43799	2L	7227734	7228641	854
FBgn0264344	CG43800	2L	7232165	7232813	590
FBgn0031900	CG13786	2L	7250607	7252982	2185
FBgn0010453	Wnt4	2L	7255419	7277171	3367
FBgn0284084	wg	2L	7307159	7316265	2919
FBgn0031902	Wnt6	2L	7333714	7352542	2855
FBgn0031903	Wnt10	2L	7363379	7377528	2375
FBgn0002938	ninaC	2L	7377702	7384344	5425
FBgn0031904	CG5149	2L	7384486	7388253	1898
FBgn0031905	gudu	2L	7388508	7390902	2252
FBgn0031906	CG5160	2L	7390984	7398750	1686
FBgn0031907	CG5171	2L	7401335	7404727	1730
FBgn0031908	CG5177	2L	7405227	7408600	1123
FBgn0031909	CG5181	2L	7408533	7409809	1214
FBgn0028387	chm	2L	7412417	7422736	3569
FBgn0283658	muc	2L	7426866	7430329	2451
FBgn0031913	CG5958	2L	7430530	7433516	1174
FBgn0031914	CG5973	2L	7437492	7445882	3186
FBgn0025697	santa-maria	2L	7445355	7451244	5563
FBgn0041247	Gr28a	2L	7452520	7454212	1417
FBgn0045495	Gr28b	2L	7454826	7462247	4264
FBgn0031918	CG6055	2L	7466543	7472493	1163
FBgn0260486	Ziz	2L	7472513	7496307	8696
FBgn0031920	CG6441	2L	7474704	7476952	2042
FBgn0264895	RapGAP1	2L	7497805	7578980	7387
FBgn0083141	Spn28B	2L	7581924	7583333	1248
FBgn0031926	CG6739	2L	7608389	7616533	2718
FBgn0264087	Slob	2L	7642005	7675078	7358
FBgn0040299	Myo28B1	2L	7666047	7689459	7433
FBgn0031929	CG18585	2L	7689311	7691061	1423
FBgn0262880	CG43235	2L	7693030	7693821	678
FBgn0041182	Tep2	2L	7693727	7701601	5288
FBgn0041181	Tep3	2L	7702805	7710690	4928
FBgn0031937	CG13795	2L	7723045	7726298	2499
FBgn0031939	CG13796	2L	7727157	7732670	2765
FBgn0260479	CG31904	2L	7734415	7738809	3572
FBgn0031940	CG7214	2L	7743682	7744839	1041
FBgn0267689	CG46025	2L	7754174	7765915	2855
FBgn0031945	CG7191	2L	7767628	7775033	1643
FBgn0020880	CG7179	2L	7775804	7778029	2226
FBgn0003961	Uro	2L	7780085	7781415	1262
FBgn0031947	Brd7-9	2L	7782865	7786061	2834
FBgn0031948	CG7149	2L	7786160	7790557	2467
FBgn0286198	LKRSDH	2L	7791175	7795959	3495
FBgn0031950	Herp	2L	7796314	7800058	2560
FBgn0031951	r2d2	2L	7800147	7802098	1879
FBgn0031952	Cdc14	2L	7801668	7810703	5381
FBgn0261800	LanB1	2L	7811438	7820771	6282
FBgn0027515	CG7115	2L	7821151	7825350	2804
FBgn0020618	Rack1	2L	7825347	7827315	1693
FBgn0004177	mts	2L	7827650	7833576	3102
FBgn0031955	CG14535	2L	7844905	7855475	5826
FBgn0040099	lectin-28C	2L	7857077	7860120	3044
FBgn0031957	TwdlE	2L	7857957	7860839	1346
FBgn0031959	spz3	2L	7873495	7879552	2552
FBgn0031961	CG7102	2L	7883282	7887513	2264
FBgn0261790	SmE	2L	7884930	7885450	521
FBgn0083968	CG34132	2L	7885503	7886109	535
FBgn0051902	Spn28Da	2L	7887693	7889129	1270
FBgn0053121	Spn28Db	2L	7889288	7890704	1229
FBgn0085450	Snoo	2L	7891187	7984196	8413
FBgn0031968	CG7231	2L	7983946	7986785	1896
FBgn0031969	pes	2L	7986786	7994184	3846
FBgn0031970	CG7227	2L	7994388	7998151	2720
FBgn0031971	Sirup	2L	7998869	7999676	727
FBgn0031972	Wwox	2L	7999670	8004286	1502
FBgn0031973	Spn28Dc	2L	8004548	8007210	1792
FBgn0031974	CG12560	2L	8008302	8009477	995
FBgn0054010	Glyat	2L	8009603	8010652	876
FBgn0031975	Tg	2L	8011405	8026898	3129
FBgn0031976	CG7367	2L	8026914	8039788	1635
FBgn0031977	baf	2L	8029462	8030565	1022
FBgn0044323	Cka	2L	8030721	8040826	5928
FBgn0031979	CCDC53	2L	8041106	8041879	655
FBgn0031980	RpL36A	2L	8041873	8042909	514
FBgn0031981	Megf8	2L	8043471	8054326	10201
FBgn0011230	poe	2L	8054322	8071624	16216
FBgn0013531	MED20	2L	8071812	8072848	1037
FBgn0010287	Trf	2L	8072895	8073948	983
FBgn0267488	Mcr	2L	8074117	8082982	6296
FBgn0261822	Bsg	2L	8083420	8116531	11657
FBgn0031985	mon2	2L	8116965	8124010	5806
FBgn0031986	CG8673	2L	8124329	8125799	1404
FBgn0031987	CG12375	2L	8125668	8126890	1165
FBgn0031988	CG8668	2L	8127001	8133989	3215
FBgn0031990	PAPLA1	2L	8134247	8159638	6996
FBgn0261830	CG42762	2L	8143401	8144047	593
FBgn0261831	CG42763	2L	8144391	8145107	660
FBgn0263256	CG43394	2L	8145758	8158786	4619
FBgn0261064	Rbsn-5	2L	8159832	8161800	1846
FBgn0031992	Acbp1	2L	8161796	8162452	525
FBgn0264953	Piezo	2L	8163073	8190137	10908
FBgn0083970	CG34134	2L	8190297	8190781	485
FBgn0031995	CG8475	2L	8190808	8196918	5507
FBgn0031996	CG8460	2L	8197193	8198813	1368
FBgn0031997	PGAP5	2L	8198882	8200652	1636
FBgn0031998	SLC5A11	2L	8200465	8205132	2660
FBgn0031999	CG8419	2L	8206171	8209637	3240
FBgn0003607	Su(var)205	2L	8209626	8211122	1109
FBgn0015299	Ssb-c31a	2L	8211347	8211938	536
FBgn0032000	CG8372	2L	8212039	8212902	864
FBgn0032001	CG8360	2L	8212959	8214135	787
FBgn0032002	CG8353	2L	8214045	8215239	1011
FBgn0032003	CG8349	2L	8215915	8216901	928
FBgn0032004	CG8292	2L	8216851	8218017	1105
FBgn0032005	Snx6	2L	8218071	8220741	1821
FBgn0032006	Pvr	2L	8220980	8239878	6653
FBgn0032010	CG8086	2L	8244160	8257502	6129
FBgn0003502	Btk	2L	8258373	8301079	9022
FBgn0261020	wol	2L	8301345	8302985	1335
FBgn0032013	Scgalpha	2L	8303429	8305376	1657
FBgn0032014	CG7840	2L	8305586	8306741	1156
FBgn0032015	Ostgamma	2L	8306696	8308192	1245
FBgn0032016	Mettl14	2L	8308427	8309961	1407
FBgn0032017	CG7810	2L	8309876	8311195	1320
FBgn0032018	CG7806	2L	8311399	8317011	4972
FBgn0262598	mtsh	2L	8316889	8319908	2528
FBgn0032020	strat	2L	8320328	8321285	888
FBgn0032021	CG7781	2L	8321280	8325409	1981
FBgn0032022	CG14275	2L	8327456	8332911	976
FBgn0032024	CG14273	2L	8342695	8344378	1061
FBgn0032025	CG7778	2L	8346620	8351112	2152
FBgn0051901	Mur29B	2L	8352187	8355172	1884
FBgn0032026	CG7627	2L	8355678	8362469	4778
FBgn0010265	RpS13	2L	8363477	8364662	899
FBgn0261437	CSN8	2L	8364855	8365663	641
FBgn0260439	Pp2A-29B	2L	8366038	8370090	2757
FBgn0032029	CG17292	2L	8370454	8374250	2079
FBgn0032030	Wdr82	2L	8374461	8375549	1089
FBgn0032031	CG13390	2L	8375502	8376797	1230
FBgn0032032	CG17294	2L	8377035	8378206	1012
FBgn0027094	AlaRS	2L	8378262	8381764	3289
FBgn0032033	CG13392	2L	8381821	8382807	922
FBgn0032034	Rcd4	2L	8382861	8383657	733
FBgn0263852	Dad1	2L	8383612	8384137	526
FBgn0032036	CG13384	2L	8384455	8388804	2881
FBgn0262001	CG42819	2L	8388728	8389331	604
FBgn0262002	CG42820	2L	8389881	8392398	2377
FBgn0040098	lectin-29Ca	2L	8393489	8394280	792
FBgn0040959	Peritrophin-15a	2L	8395665	8396096	361
FBgn0032039	CG13385	2L	8396649	8397886	1238
FBgn0032040	CG13386	2L	8399021	8400078	984
FBgn0051898	CG31898	2L	8400421	8401592	1172
FBgn0001084	fy	2L	8401476	8403280	1688
FBgn0020497	emb	2L	8403573	8408853	4492
FBgn0014417	Naglu	2L	8408888	8411868	2902
FBgn0032042	CG13398	2L	8412144	8415256	3041
FBgn0027932	Akap200	2L	8415690	8431297	3972
FBgn0001137	grk	2L	8431086	8433598	1718
FBgn0027490	D12	2L	8434058	8437365	3251
FBgn0043002	Chrac-14	2L	8437405	8437996	592
FBgn0002887	mus201	2L	8438169	8442342	3950
FBgn0051897	CG31897	2L	8442447	8445815	3369
FBgn0027780	Aasdh	2L	8445861	8449576	3433
FBgn0026718	Agpat2	2L	8449691	8463994	2151
FBgn0285971	prg	2L	8464488	8466694	2149
FBgn0262029	dachs	2L	8466817	8488671	6113
FBgn0032047	CG13088	2L	8488981	8490546	1454
FBgn0032048	Dh31	2L	8491868	8506845	1295
FBgn0032049	Bace	2L	8494893	8496307	1415
FBgn0032050	CG13096	2L	8509069	8511866	2450
FBgn0032051	CG13097	2L	8512174	8514868	2522
FBgn0032052	PIG-U	2L	8515096	8516755	1478
FBgn0032053	mRpL51	2L	8516753	8517380	628
FBgn0032054	Uba4	2L	8517411	8519176	1710
FBgn0032055	Sgp	2L	8519690	8521809	1796
FBgn0016122	Acer	2L	8521933	8525740	3198
FBgn0085470	lmgB	2L	8524999	8528618	3620
FBgn0250903	lmgA	2L	8524999	8528618	3620
FBgn0028394	CG17834	2L	8529141	8541439	2635
FBgn0011259	Sema1a	2L	8542147	8672041	10190
FBgn0001114	Glt	2L	8672698	8676804	3373
FBgn0032058	CG9289	2L	8681325	8684376	2129
FBgn0032059	PrBP	2L	8684823	8685955	1133
FBgn0260861	Trs23	2L	8686231	8687052	765
FBgn0004914	Hnf4	2L	8687226	8709611	5377
FBgn0032061	CatB	2L	8705572	8707527	1893
FBgn0003209	raw	2L	8709880	8740660	5011
FBgn0032068	LManV	2L	8772946	8776263	3074
FBgn0029123	SoxN	2L	8825645	8829670	4026
FBgn0052986	CG32986	2L	8862776	8863743	968
FBgn0052988	CG32988	2L	8864864	8865692	829
FBgn0032072	CG9483	2L	8866767	8867686	920
FBgn0085427	CG34398	2L	8898786	8933594	8746
FBgn0032074	Tsp29Fa	2L	8933962	8936096	1391
FBgn0032075	Tsp29Fb	2L	8937390	8939743	1230
FBgn0032076	Argl	2L	8939725	8942105	1982
FBgn0032077	CG9515	2L	8941945	8943257	1029
FBgn0032078	C1GalTA	2L	8943455	8951216	2378
FBgn0286875	CG46397	2L	8947266	8947871	548
FBgn0032079	CG31886	2L	8953481	8959051	3002
FBgn0032080	CG9525	2L	8959255	8962354	3100
FBgn0052985	CG32985	2L	8962533	8964620	1962
FBgn0052984	CG32984	2L	8964957	8967035	1960
FBgn0032082	CG18088	2L	8967535	8970627	2628
FBgn0032083	CG9541	2L	8970520	8975428	2719
FBgn0032084	CG13101	2L	8977834	8984872	1589
FBgn0040963	CG18662	2L	8980659	8981432	646
FBgn0011705	rost	2L	8985936	8989539	1671
FBgn0032085	CG9555	2L	8991735	8993632	1478
FBgn0013746	alien	2L	8993818	8997379	3235
FBgn0032086	CG17906	2L	8994391	8995617	971
FBgn0040964	CG18661	2L	8997605	8998544	886
FBgn0015316	Try29F	2L	8998537	8999816	1280
FBgn0032088	CG13102	2L	9012188	9014149	1835
FBgn0032089	Rcd-1r	2L	9012885	9014068	1184
FBgn0051708	DIP-zeta	2L	9051631	9071164	3562
FBgn0032095	Toll-4	2L	9084107	9089440	3378
FBgn0051609	CG31609	2L	9097563	9098175	555
FBgn0032096	Or30a	2L	9111814	9113285	1134
FBgn0052982	CG32982	2L	9125737	9163721	3648
FBgn0032100	CG13108	2L	9164235	9165426	1021
FBgn0032101	CG9586	2L	9165421	9166514	966
FBgn0041092	tai	2L	9166778	9250211	11910
FBgn0032104	aust	2L	9250048	9251042	929
FBgn0032105	borr	2L	9251472	9253118	1298
FBgn0267252	Ggamma30A	2L	9256563	9302494	12543
FBgn0010314	Cks30A	2L	9330763	9331981	1147
FBgn0026439	Eaat1	2L	9333567	9341925	3139
FBgn0032111	CG13110	2L	9350470	9350996	527
FBgn0085395	Shawl	2L	9370309	9415156	6288
FBgn0012036	Aldh	2L	9387389	9391567	2070
FBgn0032117	FucTB	2L	9428669	9431052	2029
FBgn0011232	scat	2L	9431405	9435341	3558
FBgn0032119	CG3769	2L	9435399	9436842	1333
FBgn0002973	numb	2L	9437469	9464184	4916
FBgn0004868	Gdi	2L	9491176	9494876	2501
FBgn0032120	CG33298	2L	9495474	9520696	6463
FBgn0032123	Oatp30B	2L	9521210	9540060	5581
FBgn0032129	jp	2L	9547720	9566750	7454
FBgn0032130	brwl	2L	9568890	9573572	3400
FBgn0028479	Mtpalpha	2L	9573563	9576769	2886
FBgn0040070	Trx2	2L	9613166	9616404	1357
FBgn0032135	GlcAT-S	2L	9616469	9623109	2682
FBgn0032136	Apoltp	2L	9634179	9656026	13330
FBgn0000273	Pka-C1	2L	9682315	9699297	5725
FBgn0286786	hoip	2L	9699791	9700459	607
FBgn0011207	pelo	2L	9700810	9708883	2045
FBgn0051710	CG31710	2L	9702442	9705954	1495
FBgn0032138	CG4364	2L	9708921	9711271	2124
FBgn0028704	Nckx30C	2L	9711512	9746495	9704
FBgn0032139	CG13116	2L	9729940	9730945	1006
FBgn0032140	CG13117	2L	9736645	9737949	1305
FBgn0015035	Cyp4e3	2L	9747839	9750071	1805
FBgn0270924	zf30C	2L	9758342	9762375	2976
FBgn0011291	Taf11	2L	9762424	9763262	777
FBgn0283478	und	2L	9763369	9765338	1748
FBgn0265001	ppk18	2L	9765357	9770996	1662
FBgn0032143	CG4017	2L	9767058	9768727	1616
FBgn0065108	ppk16	2L	9771155	9775030	3212
FBgn0065109	ppk11	2L	9771155	9775030	3212
FBgn0032147	IP3K1	2L	9782384	9788499	2097
FBgn0032149	CG4036	2L	9790882	9791958	1017
FBgn0032150	CG13123	2L	9791961	9793107	1094
FBgn0032151	nAChRalpha6	2L	9793317	9886250	7779
FBgn0029174	Fkbp59	2L	9888005	9890119	1587
FBgn0085212	CG34183	2L	9890061	9890772	533
FBgn0032153	CG4537	2L	9890885	9891336	393
FBgn0032154	mtDNA-helicase	2L	9891255	9893446	1965
FBgn0010520	Bka	2L	9895287	9896104	758
FBgn0004867	RpS2	2L	9896265	9897552	1208
FBgn0053300	Muc30E	2L	9897820	9903128	5253
FBgn0032156	CG13124	2L	9903279	9908633	3343
FBgn0032157	Etl1	2L	9908830	9912608	3076
FBgn0024285	Srp54	2L	9912911	9915044	2134
FBgn0040064	yip2	2L	9915253	9917220	1391
FBgn0025700	CG5885	2L	9917221	9918330	1044
FBgn0032160	CG4598	2L	9918618	9920120	1216
FBgn0032161	CG4594	2L	9920160	9921459	1103
FBgn0032162	CG4592	2L	9921633	9922860	1105
FBgn0032163	TbCMF46	2L	9922737	9924865	1763
FBgn0259712	CG42366	2L	9925161	9930378	2717
FBgn0051876	Cpr30F	2L	9932272	9933163	827
FBgn0051712	Arglu1	2L	9934767	9938134	3159
FBgn0287788	Datp	2L	9938178	9938790	555
FBgn0032166	CG4619	2L	9938863	9943058	4136
FBgn0032167	CG5853	2L	9940773	9947648	2623
FBgn0032168	CG13126	2L	9952072	9954181	1989
FBgn0032169	CG4709	2L	9954325	9956176	1731
FBgn0032171	CG5846	2L	9956175	9957237	989
FBgn0032170	CG4658	2L	9957132	9960168	2735
FBgn0032172	CG5850	2L	9959248	9963949	4251
FBgn0015664	Dref	2L	9964147	9967229	2872
FBgn0011272	RpL13	2L	9967313	9968645	1203
FBgn0000180	bib	2L	9984645	9995538	3276
FBgn0051875	CG31875	2L	9995561	10002736	1443
FBgn0051755	SoYb	2L	9996706	10002736	4909
FBgn0043456	Ndf	2L	10003832	10008889	3150
FBgn0011584	Trp1	2L	10009381	10013170	2459
FBgn0032175	CG13131	2L	10013227	10017463	4130
FBgn0027600	obst-B	2L	10032690	10038954	1149
FBgn0053301	CG33301	2L	10049580	10051201	1563
FBgn0053302	Cpr31A	2L	10054213	10055935	1229
FBgn0287720	Pen	2L	10056900	10060095	2577
FBgn0032178	Spn31A	2L	10060816	10063925	1428
FBgn0265002	CG44153	2L	10064121	10180256	7309
FBgn0032187	CG4839	2L	10144776	10156407	6512
FBgn0028675	Sur	2L	10182557	10199117	7393
FBgn0051874	Fum4	2L	10189820	10191496	1623
FBgn0032189	Ripalpha	2L	10199401	10200974	1259
FBgn0005593	RpL7	2L	10201004	10202321	1167
FBgn0085188	CG34159	2L	10202520	10204317	936
FBgn0032191	Snx17	2L	10204757	10206961	2205
FBgn0032192	CG5731	2L	10207085	10209744	1761
FBgn0032193	CG5727	2L	10209853	10210681	772
FBgn0032194	ath	2L	10211143	10213721	2331
FBgn0024320	Npc1a	2L	10213812	10221216	5198
FBgn0250843	Prosalpha6	2L	10221351	10222546	1070
FBgn0032195	Bcs1	2L	10222657	10224447	1710
FBgn0032196	CG5708	2L	10224457	10226808	1326
FBgn0032197	ova	2L	10227760	10231692	2388
FBgn0032198	eEF1delta	2L	10232507	10234450	928
FBgn0051720	mthl15	2L	10234585	10238317	2836
FBgn0004419	me31B	2L	10239341	10242172	1845
FBgn0024248	chico	2L	10242512	10247078	3578
FBgn0000229	bsk	2L	10247502	10250501	2018
FBgn0051717	CG31717	2L	10250737	10251714	910
FBgn0010407	Ror	2L	10251843	10254686	2271
FBgn0032200	CG5676	2L	10254610	10255891	769
FBgn0026379	Pten	2L	10256319	10261049	3134
FBgn0011305	Rsf1	2L	10261795	10263554	1760
FBgn0032202	REPTOR-BP	2L	10264125	10265229	634
FBgn0259482	Mob3	2L	10265336	10266570	912
FBgn0032204	CG4953	2L	10266703	10268748	1746
FBgn0032205	CG4957	2L	10268872	10269904	861
FBgn0260750	Mulk	2L	10270051	10271465	1300
FBgn0003751	trk	2L	10271443	10272324	882
FBgn0260749	Utx	2L	10272325	10278811	4418
FBgn0054043	CG34043	2L	10278951	10280872	1227
FBgn0032208	Ufd4	2L	10281943	10292365	8431
FBgn0032210	CYLD	2L	10295859	10299847	2340
FBgn0032211	CG13138	2L	10299977	10302018	1958
FBgn0005322	nmd	2L	10302173	10303947	1719
FBgn0032213	CG5390	2L	10304069	10306594	1401
FBgn0032214	CG4968	2L	10306922	10308045	986
FBgn0027491	Cdk5alpha	2L	10308131	10310956	2040
FBgn0267365	l(2)SH0834	2L	10311050	10312099	936
FBgn0032216	Usp14	2L	10312265	10314396	1632
FBgn0032217	CG4972	2L	10314792	10317569	2080
FBgn0032218	CG5381	2L	10317497	10323102	2788
FBgn0032219	CG4995	2L	10322476	10324990	1507
FBgn0011703	RnrL	2L	10325026	10327943	2577
FBgn0032221	Schip1	2L	10328200	10331116	2063
FBgn0032222	Cox10	2L	10331471	10333129	1473
FBgn0032223	GATAd	2L	10333734	10339185	3647
FBgn0019932	SamDC	2L	10339457	10341503	1224
FBgn0051715	CG31715	2L	10341616	10342523	580
FBgn0032224	Sps2	2L	10342594	10344223	1460
FBgn0032225	Frmd5	2L	10344442	10347706	2086
FBgn0085396	CG34367	2L	10347851	10353905	1769
FBgn0032228	CtsL4	2L	10354743	10356597	1405
FBgn0032229	ClpP	2L	10356795	10358078	1175
FBgn0027568	Cand1	2L	10358134	10362707	4120
FBgn0003087	pim	2L	10362989	10364092	978
FBgn0032230	lft	2L	10364471	10366410	1281
FBgn0032231	CG5056	2L	10366692	10367946	1255
FBgn0041723	rho-5	2L	10368025	10373900	4685
FBgn0053303	CG33303	2L	10373369	10375757	2333
FBgn0032233	dpr19	2L	10376168	10379905	2684
FBgn0032234	gny	2L	10380103	10382864	2557
FBgn0032235	CG5096	2L	10382263	10384723	1649
FBgn0004106	Cdk1	2L	10384739	10386262	1082
FBgn0032236	mRpS7	2L	10386662	10387652	917
FBgn0267821	da	2L	10388105	10393228	3603
FBgn0262782	Mdh1	2L	10393774	10396332	1289
FBgn0051716	Cnot4	2L	10396716	10403206	4475
FBgn0032240	CG17768	2L	10403197	10405203	1578
FBgn0067622	LSm-4	2L	10403197	10405203	1578
FBgn0003942	RpS27A	2L	10408352	10410456	592
FBgn0025366	Ip259	2L	10408352	10409610	1142
FBgn0032242	CG5355	2L	10410537	10413463	2404
FBgn0032243	Klp31E	2L	10414017	10418991	3850
FBgn0032244	RfC3	2L	10419190	10420612	1134
FBgn0005683	pie	2L	10420625	10422780	2089
FBgn0032246	Wdfy2	2L	10423291	10425482	1666
FBgn0262601	SmB	2L	10425483	10426627	776
FBgn0267330	KdelR	2L	10426887	10428632	1746
FBgn0032247	CG5188	2L	10428829	10429988	1050
FBgn0032248	Bug22	2L	10429920	10430918	943
FBgn0004915	TfIIB	2L	10431338	10433116	1604
FBgn0032249	TBC1D16	2L	10432687	10435656	2896
FBgn0032250	holn1	2L	10435995	10437316	1198
FBgn0027052	STUB1	2L	10437548	10439240	1277
FBgn0032251	Nse4	2L	10439440	10441047	1383
FBgn0032252	loh	2L	10442534	10450080	3374
FBgn0065110	ppk10	2L	10450134	10452396	1653
FBgn0032253	LManI	2L	10452677	10457241	3248
FBgn0027611	LManII	2L	10457658	10462472	3633
FBgn0051719	RluA-1	2L	10463340	10474349	3207
FBgn0032256	RluA-2	2L	10477073	10482975	2013
FBgn0026431	Grip75	2L	10483295	10485857	2141
FBgn0032258	Cog4	2L	10485538	10488622	2666
FBgn0032259	CG6144	2L	10488694	10490461	1705
FBgn0032260	CG13144	2L	10489900	10491454	1555
FBgn0086347	Myo31DF	2L	10491814	10506779	4318
FBgn0032261	CG6094	2L	10507081	10508032	889
FBgn0032262	CG7384	2L	10507859	10510453	2261
